champion_id,champion_kr,champion_en,title_kr,tags,slot,skill_kr,skill_en,cooldown,desc_kr
Mordekaiser,모데카이저,Mordekaiser,강철의 망령,Fighter|Mage,Q,말살,Obliterate,8/7/6/5/4,모데카이저가 땅에 철퇴를 내리쳐 적중시킨 적에게 각각 피해를 입힙니다. 단일 대상에게 적중 시 피해량이 증가합니다.
Mordekaiser,모데카이저,Mordekaiser,강철의 망령,Fighter|Mage,W,불멸,Indestructible,12/11/10/9/8,모데카이저가 입히거나 받는 피해를 흡수하여 보호막을 충전합니다. 보호막을 소모하여 체력을 회복할 수 있습니다.
Mordekaiser,모데카이저,Mordekaiser,강철의 망령,Fighter|Mage,E,죽음의 손아귀,Death's Grasp,16/14/12/10/8,모데카이저가 일정 지역에 있는 모든 적을 끌어당깁니다.
Mordekaiser,모데카이저,Mordekaiser,강철의 망령,Fighter|Mage,R,죽음의 세계,Realm of Death,140/120/100,모데카이저가 대상을 다른 차원으로 끌고 가 능력치의 일부를 훔칩니다. 처치 시 적이 부활할 때까지 훔친 능력치가 유지됩니다.
Morgana,모르가나,Morgana,타락한 자,Support|Mage,P,영혼 흡수,Soul Siphon,-,"모르가나가 적의 영혼을 흡수하여 챔피언, 대형 미니언, 중형 및 대형 정글 몬스터에게 피해를 입힐 때 체력을 회복합니다."
Morgana,모르가나,Morgana,타락한 자,Support|Mage,Q,어둠의 속박,Dark Binding,10,모르가나가 흑마법으로 적을 제자리에 속박하고 적이 유발한 고통을 스스로 느끼게 하여 마법 피해를 입힙니다.
Morgana,모르가나,Morgana,타락한 자,Support|Mage,W,고통의 그림자,Tormented Shadow,12,모르가나가 대상 지역에 저주받은 그림자를 펼쳐 검은 원 안에 서 있는 적에게 피해를 입힙니다. 대상은 자신이 잃은 체력에 비례하는 마법 피해를 지속적으로 입습니다.
Morgana,모르가나,Morgana,타락한 자,Support|Mage,E,칠흑의 방패,Black Shield,26/23.5/21/18.5/16,모르가나가 아군에게 별의 화염이 깃든 보호막을 칩니다. 보호막은 깨질 때까지 마법 피해와 방해 효과를 흡수합니다.
Morgana,모르가나,Morgana,타락한 자,Support|Mage,R,영혼의 족쇄,Soul Shackles,120/110/100,모르가나가 날개를 펼치며 천상의 힘을 완전히 해방하여 땅 위로 날아오르고 주변 적 챔피언에게 검은 고통의 사슬을 날립니다. 모르가나의 이동 속도가 증가합니다. 사슬은 이동 속도를 늦추고 처음에 피해를 입히며 시간이 지난 후에도 사슬을 벗어나지 못하는 적을 기절시킵니다.
Naafiri,나피리,Naafiri,백 번 무는 사냥개,Assassin|Fighter,P,늘어나는 무리,We Are More,-,나피리가 자신이 공격하거나 스킬을 사용하는 대상을 함께 공격하는 무리를 소환합니다.
Naafiri,나피리,Naafiri,백 번 무는 사냥개,Assassin|Fighter,Q,다르킨 단검,Darkin Daggers,9/8.5/8/7.5/7,나피리가 최대 두 개의 단검을 던져 각 단검으로 출혈을 일으킵니다. 대상이 이미 출혈 상태라면 그 대신 추가 피해를 입힙니다. 무리가 이 스킬에 처음 적중당한 챔피언 또는 몬스터를 향해 도약해 공격합니다.
Naafiri,나피리,Naafiri,백 번 무는 사냥개,Assassin|Fighter,W,무리의 부름,The Call of the Pack,26/24/22/20/18,나피리가 대상으로 지정할 수 없는 상태가 되고 무리를 강화하며 추가로 무리를 소환하고 이동 속도와 공격력이 증가합니다.
Naafiri,나피리,Naafiri,백 번 무는 사냥개,Assassin|Fighter,E,적출,Eviscerate,11/10/9/8/7,나피리가 돌진해 주변 적에게 피해를 입히고 무리를 다시 불러 체력을 최대로 회복시킵니다.
Naafiri,나피리,Naafiri,백 번 무는 사냥개,Assassin|Fighter,R,사냥개의 추적,Hounds' Pursuit,110/95/80,나피리와 무리가 챔피언에게 돌진해 피해를 입힙니다. 나피리가 처치 관여를 달성하면 주위 적들을 드러내고 이 스킬을 한 번 재사용할 수 있습니다. 두 번째 사용 시 보호막을 얻습니다.
Nami,나미,Nami,파도 소환사,Support|Mage,P,밀려오는 파도,Surging Tides,-,나미의 스킬에 맞은 아군 챔피언은 짧은 시간 동안 이동 속도가 상승합니다.
Nami,나미,Nami,파도 소환사,Support|Mage,Q,물의 감옥,Aqua Prison,12/11/10/9/8,거대한 물방울을 지정한 위치로 발사해 물방울이 닿은 적에게 피해를 입히고 닿는 순간 기절시킵니다.
Nami,나미,Nami,파도 소환사,Support|Mage,W,밀물 썰물,Ebb and Flow,10,"밀려드는 파도를 보내 아군 및 적 챔피언을 번갈아 맞히면서, 아군은 치유하고 적에게는 피해를 입힙니다."
Nami,나미,Nami,파도 소환사,Support|Mage,E,파도 소환사의 축복,Tidecaller's Blessing,11,"잠시 동안 아군 챔피언들을 강화해, 기본 공격과 스킬 사용 시 추가 마법 피해를 입히고 대상에게 둔화를 걸 수 있게 만듭니다."
Nami,나미,Nami,파도 소환사,Support|Mage,R,해일,Tidal Wave,120/110/100,적들을 공중으로 띄우고 둔화를 걸면서 피해를 입히는 거대한 해일을 소환합니다. 여기에 맞은 아군은 밀려오는 파도의 효과를 두 배로 받습니다.
Nasus,나서스,Nasus,사막의 관리자,Fighter|Tank,P,영혼의 포식자,Soul Eater,-,나서스는 적의 영혼을 흡수하여 추가 생명력 흡수 효과를 얻습니다.
Nasus,나서스,Nasus,사막의 관리자,Fighter|Tank,Q,흡수의 일격,Siphoning Strike,7.5/6.5/5.5/4.5/3.5,나서스가 적을 공격하여 피해를 입힙니다. 흡수의 일격으로 대상을 처치할 경우 흡수의 일격 스킬이 강화됩니다.
Nasus,나서스,Nasus,사막의 관리자,Fighter|Tank,W,쇠약,Wither,15/14/13/12/11,나서스가 적 챔피언의 노화를 촉진시켜 이동 속도와 공격 속도를 점진적으로 늦춥니다.
Nasus,나서스,Nasus,사막의 관리자,Fighter|Tank,E,영혼의 불길,Spirit Fire,12,나서스가 영혼의 불꽃을 일으켜 해당 지역에 서 있는 적에게 피해를 입히고 방어력을 낮춥니다.
Nasus,나서스,Nasus,사막의 관리자,Fighter|Tank,R,사막의 분노,Fury of the Sands,120/100/80,"나서스가 강력한 모래 폭풍을 소환하여 주변의 적을 강타합니다. 나서스는 폭풍이 부는 동안 체력과 공격 범위가 증가하며, 주변의 적에게 피해를 입히고, 흡수의 일격 재사용 대기시간이 감소하며, 추가 방어력과 마법 저항력을 얻습니다."
Nautilus,노틸러스,Nautilus,심해의 타이탄,Tank|Support,P,강력한 일격,Staggering Blow,-,노틸러스가 대상에 대한 첫 기본 공격 시 추가 물리 피해를 입히고 잠시 속박합니다.
Nautilus,노틸러스,Nautilus,심해의 타이탄,Tank|Support,Q,닻줄 견인,Dredge Line,14/13/12/11/10,노틸러스가 전방으로 닻을 던집니다. 닻이 적을 맞히면 노틸러스와 대상이 가까이 당겨지며 대상에게 마법 피해를 입힙니다. 닻이 지형을 맞히면 노틸러스가 지형 쪽으로 끌려갑니다.
Nautilus,노틸러스,Nautilus,심해의 타이탄,Tank|Support,W,타이탄의 분노,Titan's Wrath,12,노틸러스가 잠시 보호막을 얻습니다. 보호막이 지속되는 동안 노틸러스의 기본 공격은 대상과 대상 주위의 적에게 지속 피해를 입힙니다.
Nautilus,노틸러스,Nautilus,심해의 타이탄,Tank|Support,E,역조,Riptide,7/6.5/6/5.5/5,노틸러스가 주위에 세 번의 폭발을 일으킵니다. 폭발할 때마다 적에게 피해를 입히고 둔화시킵니다.
Nautilus,노틸러스,Nautilus,심해의 타이탄,Tank|Support,R,폭뢰,Depth Charge,120/100/80,지면에 충격파를 발사하면 상대방을 추적해 갑니다. 충격파는 위의 지면을 찢으며 적들을 공중으로 띄웁니다. 충격파가 상대방에게 닿으면 폭발하여 대상을 공중으로 띄우고 기절시킵니다.
Neeko,니코,Neeko,알쏭달쏭 카멜레온,Mage|Support,P,태고의 마력,Inherent Glamour,-,니코가 아군 챔피언 또는 맵에 있는 다른 유닛 중 하나로 변신합니다. 이동 불가 군중 제어기에 당하거나 피해를 입히는 스킬을 사용하거나 챔피언이 아닌 상태에서 적 포탑에 피해를 입히거나 변장한 유닛의 체력만큼 피해를 입으면 변신이 풀립니다.
Neeko,니코,Neeko,알쏭달쏭 카멜레온,Mage|Support,Q,꽃망울 폭발,Blooming Burst,9/8.5/8/7.5/7,니코가 씨앗을 던져 마법 피해를 입힙니다. 씨앗이 적 챔피언에게 피해를 입히거나 유닛을 처치하면 한 번 더 폭발합니다.
Neeko,니코,Neeko,알쏭달쏭 카멜레온,Mage|Support,W,형상 분리,Shapesplitter,16/15/14/13/12,"니코가 기본 지속 효과로 세 번째 기본 공격마다 추가 마법 피해를 입히고 잠시 이동 속도가 증가합니다. 사용 시에는 자신을 복제한 형상을 지정한 방향으로 보낼 수 있으며, 재사용 시 방향을 변경할 수 있습니다."
Neeko,니코,Neeko,알쏭달쏭 카멜레온,Mage|Support,E,칭칭올가미,Tangle-Barbs,12/11.5/11/10.5/10,"니코가 올가미를 던져 적중한 모든 적에게 피해를 입히고 속박합니다. 올가미로 적을 맞히면 올가미가 더 커지고, 더 빠르게 날아가며 속박 지속시간도 길어집니다."
Neeko,니코,Neeko,알쏭달쏭 카멜레온,Mage|Support,R,만개,Pop Blossom,120/105/90,니코가 잠시 준비한 후 공중으로 도약하며 주변 모든 적을 공중에 띄웁니다. 땅에 착지하면 주변 적이 피해를 입고 기절합니다. 변신 상태에서는 준비하는 모습이 적에게 보이지 않습니다.
Nidalee,니달리,Nidalee,야성의 사냥꾼,Assassin|Mage,P,수풀 배회,Prowl,-,"수풀을 통과하면 니달리의 이동 속도가 2초간 10% 상승하며, 1400 범위 안의 눈에 보이는 적 챔피언 쪽으로 갈 때는 30%까지 올라갑니다. 챔피언이나 몬스터에게 창 투척 또는 매복 덫을 맞히면 사냥이 발동되어 4초간 대상에 대한 절대 시야를 얻습니다. 이 동안 니달리는 이동 속도가 10% 상승하고 (사냥 당하는 대상을 향해 갈 때 30% 상승) 이들을 사냥할 때 숨통 끊기와 급습이 강화됩니다."
Nidalee,니달리,Nidalee,야성의 사냥꾼,Assassin|Mage,Q,창 투척 / 숨통 끊기,Javelin Toss / Takedown,6,인간 모습일 때 - 니달리가 가시 달린 창을 대상에게 던집니다. 창이 날아가는 동안 피해가 더욱 커집니다. 쿠거 모습일 때 - 다음 공격 시 적에게 치명적인 공격을 가합니다. 대상의 체력이 낮을수록 더 큰 피해를 입힙니다.
Nidalee,니달리,Nidalee,야성의 사냥꾼,Assassin|Mage,W,매복 덫 / 급습,Bushwhack / Pounce,13/12/11/10/9,인간 모습일 때 - 니달리가 적이 밟으면 피해를 입히며 모습을 드러내는 함정을 깝니다. 쿠거 모습일 때 - 앞으로 살짝 뛰어오르며 착지 시 주위에 피해를 입힙니다.
Nidalee,니달리,Nidalee,야성의 사냥꾼,Assassin|Mage,E,태고의 생명력 / 할퀴기,Primal Surge / Swipe,12,"인간 모습일 때 - 니달리가 쿠거의 영혼과 교신하여 아군을 치료하고 짧은 시간 아군의 공격 속도를 높입니다. 쿠거 모습일 때 - 니달리가 한쪽 방향을 발톱으로 공격하여, 앞에 있는 적들에게 피해를 입힙니다."
Nidalee,니달리,Nidalee,야성의 사냥꾼,Assassin|Mage,R,쿠거의 상,Aspect Of The Cougar,3,니달리가 쿠거로 변신하여 새로운 스킬을 사용할 수 있게 됩니다.
Nilah,닐라,Nilah,해방된 기쁨,Fighter|Assassin,P,영원한 기쁨,Joy Unending,-,"미니언에게 최후의 일격을 가하면 경험치를 추가로 획득하며, 주변 아군이 부여하는 체력 회복 및 보호막 효과를 강화하고 공유합니다."
Nilah,닐라,Nilah,해방된 기쁨,Fighter|Assassin,Q,무형의 검,Formless Blade,4,지정한 방향으로 칼날 채찍을 후려쳐 일직선상에 있는 모든 적에게 피해를 입힙니다. 공격 사거리가 잠깐 동안 증가합니다.
Nilah,닐라,Nilah,해방된 기쁨,Fighter|Assassin,W,승리의 장막,Jubilant Veil,26/25/24/23/22,자신을 안개로 감싸 이동 속도를 얻고 우아하게 모든 기본 공격을 회피합니다. 안개 지속시간 중 닐라에게 닿은 아군에게도 이 효과가 적용됩니다.
Nilah,닐라,Nilah,해방된 기쁨,Fighter|Assassin,E,급류,Slipstream,0.5,대상을 향해 맹렬히 돌진해 경로상의 모든 적에게 피해를 입힙니다.
Nilah,닐라,Nilah,해방된 기쁨,Fighter|Assassin,R,환희,Apotheosis,110/95/80,신나게 칼날 채찍을 휘둘러 주변 모든 적에게 피해를 입히고 가까이 끌어당깁니다.
Nocturne,녹턴,Nocturne,영원한 악몽,Fighter|Assassin,P,그림자 칼날,Umbra Blades,-,몇 초마다 녹턴의 기본 공격이 주변 적에게 추가 물리 피해를 입히고 녹턴의 체력을 회복시킵니다. 녹턴이 기본 공격 시 이 효과의 재사용 대기시간이 감소합니다.
Nocturne,녹턴,Nocturne,영원한 악몽,Fighter|Assassin,Q,황혼의 인도자,Duskbringer,8,녹턴이 그림자 칼날을 던져 피해를 입히고 황혼의 궤적을 남깁니다. 황혼의 칼날에 적중당한 적 챔피언들 또한 황혼의 궤적을 남깁니다. 궤적에 있는 동안 녹턴은 다른 유닛을 통과할 수 있게 되며 이동 속도 및 공격력이 증가합니다.
Nocturne,녹턴,Nocturne,영원한 악몽,Fighter|Assassin,W,어둠의 장막,Shroud of Darkness,20/18/16/14/12,기본 지속 효과로 녹턴이 자신의 검을 강화하여 추가 공격 속도를 얻습니다. 스킬 사용 시 녹턴이 그림자 속으로 몸을 숨겨 적의 스킬을 한 번 막아주는 보호막을 생성합니다. 성공적으로 적의 스킬을 막았을 경우 추가 공격 속도가 2배로 올라갑니다.
Nocturne,녹턴,Nocturne,영원한 악몽,Fighter|Assassin,E,말할 수 없는 공포,Unspeakable Horror,15/14/13/12/11,녹턴이 대상의 정신에 악몽을 심어 매초 피해를 가하며 지속시간이 끝날 때까지 스킬의 사거리 밖으로 벗어나지 않을 경우 공포 효과를 적용합니다.
Nocturne,녹턴,Nocturne,영원한 악몽,Fighter|Assassin,R,피해망상,Paranoia,140/115/90,녹턴이 모든 적 챔피언의 시야 반경을 줄이고 적 챔피언들 사이의 시야 공유를 중단합니다. 스킬 사용 후 적 챔피언을 대상으로 설정할 경우 그 챔피언에게 날아가 공격합니다.
Nunu,누누와 윌럼프,Nunu & Willump,소년과 설인,Tank|Mage,P,프렐요드의 부름,Call of the Freljord,-,"누누가 윌럼프와 주변 아군 1명의 공격 속도와 이동 속도를 증가시키고, 윌럼프의 기본 공격이 대상 근처의 적에게 피해를 줍니다."
Nunu,누누와 윌럼프,Nunu & Willump,소년과 설인,Tank|Mage,Q,잡아먹기,Consume,13/12/11/10/9,"윌럼프가 미니언, 몬스터, 또는 적 챔피언을 물어뜯어 피해를 입히고 체력을 회복합니다."
Nunu,누누와 윌럼프,Nunu & Willump,소년과 설인,Tank|Mage,W,데굴데굴 눈덩이!,Biggest Snowball Ever!,14,윌럼프가 굴릴수록 크기와 속도가 증가하는 눈덩이를 생성합니다. 눈덩이는 적에게 피해를 입히고 공중으로 띄워 올립니다.
Nunu,누누와 윌럼프,Nunu & Willump,소년과 설인,Tank|Mage,E,눈덩이 팡팡팡,Snowball Barrage,14/13/12/11/10,누누가 눈덩이를 난사해 적에게 피해를 입힙니다. 누누의 공격이 끝나면 윌럼프가 눈덩이에 맞은 챔피언이나 대형 몬스터를 속박합니다.
Nunu,누누와 윌럼프,Nunu & Willump,소년과 설인,Tank|Mage,R,절대 영도,Absolute Zero,110/100/90,누누와 윌럼프가 일정 범위에 강력한 눈보라를 생성하여 적을 둔화시키고 눈보라가 끝난 후 범위 내 적에게 큰 피해를 입힙니다.
Olaf,올라프,Olaf,광전사,Fighter|Tank,P,광전사의 분노,Berserker Rage,-,올라프가 잃은 체력에 비례해 공격 속도와 생명력 흡수를 얻습니다.
Olaf,올라프,Olaf,광전사,Fighter|Tank,Q,역류,Undertow,9,올라프가 지정한 곳에 도끼를 던져 맞은 적에게 피해를 입히고 방어력과 이동 속도를 감소시킵니다. 올라프가 도끼를 다시 집으면 이 스킬의 재사용 대기시간이 초기화됩니다.
Olaf,올라프,Olaf,광전사,Fighter|Tank,W,버티기,Tough It Out,16/15/14/13/12,올라프의 공격 속도가 증가하고 보호막을 얻습니다.
Olaf,올라프,Olaf,광전사,Fighter|Tank,E,무모한 강타,Reckless Swing,11/10/9/8/7,올라프가 강력한 공격을 가하여 자신과 공격 대상에게 고정 피해를 입힙니다. 대상을 파괴한 경우 소모한 체력이 회복됩니다.
Olaf,올라프,Olaf,광전사,Fighter|Tank,R,라그나로크,Ragnarok,100/90/80,기본 지속 효과로 올라프의 방어력과 마법 저항력이 증가합니다. 올라프가 이 스킬을 사용하면 공격을 하는 동안 이동 방해 효과에 면역이 됩니다.
Orianna,오리아나,Orianna,시계태엽 소녀,Mage|Support,P,시계태엽 감기,Clockwork Windup,-,오리아나의 기본 공격은 추가 마법 피해를 입힙니다. 같은 적을 연속으로 공격할수록 추가 마법 피해량도 커집니다.
Orianna,오리아나,Orianna,시계태엽 소녀,Mage|Support,Q,명령: 공격,Command: Attack,7/6/5/4/3,오리아나가 구체에게 목표 지점으로 돌진하라고 명령하여 구체가 대상 지점으로 가는 동안 마주치는 대상에게 마법 피해를 줍니다. 여러 대상을 맞히는 경우 뒤로 갈수록 피해량이 작아집니다. 구체는 목표 지점에 머뭅니다.
Orianna,오리아나,Orianna,시계태엽 소녀,Mage|Support,W,명령: 불협화음,Command: Dissonance,7,오리아나가 구체에게 에너지파를 방출하도록 명령하여 근처에 있는 적에게 마법 피해를 입힙니다. 이때 생긴 자기장은 아군의 이동 속도를 높이고 적의 이동 속도는 늦춥니다.
Orianna,오리아나,Orianna,시계태엽 소녀,Mage|Support,E,명령: 보호,Command: Protect,9,오리아나가 구체에게 아군을 따라다니며 이들을 보호하고 도중에 마주치는 적에게 마법 피해를 입히도록 명령합니다. 구체는 또한 보호하는 챔피언의 방어력 및 마법 저항력을 높여줍니다.
Orianna,오리아나,Orianna,시계태엽 소녀,Mage|Support,R,명령: 충격파,Command: Shockwave,110/95/80,오리아나가 구체에게 충격파를 방출하도록 명령하여 근처에 있는 적에게 마법 피해를 주며 잠시 뒤 적을 구체 쪽으로 잡아당깁니다.
Ornn,오른,Ornn,거산의 화염,Tank,P,간이 대장간,Living Forge,-,오른이 추가 방어력과 마법 저항력을 얻습니다. 오른은 어디에서든 골드를 써서 소모품을 제외한 아이템을 제작할 수 있습니다. 또한 걸작 아이템을 만들어 직접 사용하거나 아군의 아이템을 업그레이드할 수 있습니다.
Ornn,오른,Ornn,거산의 화염,Tank,Q,용암 균열,Volcanic Rupture,9/8.5/8/7.5/7,오른이 지면을 내려쳐 적에게 물리 피해를 입히고 둔화시키는 균열을 만들어냅니다. 잠시 후 목표 지점에 용암 기둥이 생성됩니다.
Ornn,오른,Ornn,거산의 화염,Tank,W,불꽃 풀무질,Bellows Breath,12/11.5/11/10.5/10,오른이 전진하며 불꽃을 뿜습니다. 마지막 불꽃에 맞은 적은 불안정 상태가 됩니다.
Ornn,오른,Ornn,거산의 화염,Tank,E,화염 돌진,Searing Charge,14/13.5/13/12.5/12,"오른이 돌진하며 통과한 적에게 피해를 입힙니다. 오른이 돌진 중 지형지물에 충돌하면, 그 충돌로 인해 충격파가 발생해 적에게 피해를 입히고 공중으로 띄웁니다."
Ornn,오른,Ornn,거산의 화염,Tank,R,대장장이 신의 부름,Call of the Forge God,140/120/100,오른이 목표 위치에 거대한 불의 정령을 소환합니다. 불의 정령은 오른에게로 다가오며 점점 이동 속도가 빨라집니다. 정령이 밟고 지나간 적은 피해를 입고 둔화되며 불안정 상태가 됩니다. 오른이 대장장이 신의 부름을 재시전하면 정령 쪽으로 돌진합니다. 오른이 돌진해 정령에 부딪히면 정령의 진행 방향이 바뀝니다. 진행 방향이 바뀐 정령은 부딪힌 모든 적을 공중으로 띄우며 전과 동일한 피해를 입히고 다시 불안정 상태로 만듭니다.
Pantheon,판테온,Pantheon,불굴의 창,Fighter|Assassin,P,필멸자의 의지,Mortal Will,-,스킬 사용 또는 공격을 몇 차례 하고 나면 다음 스킬이 강화됩니다.
Pantheon,판테온,Pantheon,불굴의 창,Fighter|Assassin,Q,혜성의 창,Comet Spear,11/10.25/9.5/8.75/8,판테온이 지정 방향으로 창을 찌르거나 던집니다.
Pantheon,판테온,Pantheon,불굴의 창,Fighter|Assassin,W,방호의 도약,Shield Vault,13/12/11/10/9,판테온이 대상에게 돌진해 피해를 입히고 기절시킵니다.
Pantheon,판테온,Pantheon,불굴의 창,Fighter|Assassin,E,방패 돌격,Aegis Assault,22/21/20/19/18,판테온이 방패를 들어 정면의 공격으로부터 무적이 되고 창으로 빠르게 공격합니다.
Pantheon,판테온,Pantheon,불굴의 창,Fighter|Assassin,R,거대 유성,Grand Starfall,180/165/150,판테온이 태세를 갖추고 공중으로 뛰어올랐다가 지정한 위치에 유성이 되어 떨어집니다.
Poppy,뽀삐,Poppy,망치의 수호자,Tank|Fighter,P,강철의 외교관,Iron Ambassador,-,뽀삐가 던진 방패가 대상을 맞히고 튕겨나갑니다. 뽀삐는 방패를 다시 주워 일시적인 보호막 효과를 얻을 수 있습니다.
Poppy,뽀삐,Poppy,망치의 수호자,Tank|Fighter,Q,망치 강타,Hammer Shock,8/7/6/5/4,뽀삐가 망치를 휘둘러 피해를 입히고 적의 움직임을 느리게 만드는 지대를 생성합니다. 지대는 잠시 후 폭발합니다.
Poppy,뽀삐,Poppy,망치의 수호자,Tank|Fighter,W,굳건한 태세,Steadfast Presence,20/18/16/14/12,기본 지속 효과로 뽀삐가 추가 방어력과 마법 저항력을 얻습니다. 뽀삐의 체력이 낮아지면 이 효과가 더 커집니다. 사용 시에는 뽀삐의 이동 속도가 증가하며 주변에서 돌진하는 적을 막습니다. 뽀삐에게 막힌 적은 느려지고 이동 스킬을 사용할 수 없습니다.
Poppy,뽀삐,Poppy,망치의 수호자,Tank|Fighter,E,용감한 돌진,Heroic Charge,14/13/12/11/10,뽀삐가 돌진해 대상을 밀어냅니다. 대상이 지형에 부딪힐 경우 기절합니다.
Poppy,뽀삐,Poppy,망치의 수호자,Tank|Fighter,R,수호자의 심판,Keeper's Verdict,140/120/100,뽀삐가 잠시 정신을 집중한 뒤 망치를 휘둘러 피해를 입히고 적을 굉장히 멀리 날려버립니다.
Pyke,파이크,Pyke,핏빛 항구의 학살자,Support|Assassin,P,가라앉은 자들의 축복,Gift of the Drowned Ones,-,"파이크가 적에게 보이지 않는 상태가 되면 최근 적 챔피언에게 잃었던 체력의 일부를 빠르게 회복합니다. 또한, 어떤 방법으로든 파이크가 획득한 추가 최대 체력은 모두 추가 공격력으로 전환됩니다."
Pyke,파이크,Pyke,핏빛 항구의 학살자,Support|Assassin,Q,뼈 작살,Bone Skewer,10/9.5/9/8.5/8,파이크가 앞에 있는 적을 공격하거나 끌어당깁니다.
Pyke,파이크,Pyke,핏빛 항구의 학살자,Support|Assassin,W,유령 잠수,Ghostwater Dive,14/13/12/11/10,파이크가 위장 상태가 되며 이동 속도가 크게 증가합니다. 이동 속도는 시간이 지남에 따라 원래대로 감소합니다.
Pyke,파이크,Pyke,핏빛 항구의 학살자,Support|Assassin,E,망자의 물살,Phantom Undertow,15/14/13/12/11,파이크가 돌진하며 원래 있던 자리에 유령을 남깁니다. 이 유령은 파이크에게 돌아오면서 경로상의 모든 적 챔피언을 기절시킵니다.
Pyke,파이크,Pyke,핏빛 항구의 학살자,Support|Assassin,R,깊은 바다의 처형,Death From Below,100/85/70,파이크가 체력이 낮은 적에게 순간적으로 이동하여 처형하고 스킬을 다시 사용할 수 있게 됩니다. 또한 처치에 관여한 아군에게 추가 골드를 줍니다.
Qiyana,키아나,Qiyana,원소의 여왕,Assassin,P,왕가의 특권,Royal Privilege,-,키아나의 첫 기본 공격이나 스킬은 적에게 적중하면 추가 피해를 입힙니다.
Qiyana,키아나,Qiyana,원소의 여왕,Assassin,Q,원소의 분노 / 이쉬탈의 칼날,Elemental Wrath / Edge of Ixtal,7,키아나가 무기를 휘둘러 원소에 따른 추가 효과와 함께 피해를 입힙니다.
Qiyana,키아나,Qiyana,원소의 여왕,Assassin,W,대지창조,Terrashape,7,키아나가 지정한 위치로 돌진해 무기를 원소 마법으로 강화합니다. 무기가 강화됐을 때 기본 공격이나 스킬을 사용하면 추가 피해를 입힙니다.
Qiyana,키아나,Qiyana,원소의 여왕,Assassin,E,대담무쌍,Audacity,11/10/9/8/7,키아나가 적에게 돌진하여 피해를 입힙니다.
Qiyana,키아나,Qiyana,원소의 여왕,Assassin,R,여왕의 진가,Supreme Display of Talent,120,"키아나가 충격파를 발사합니다. 충격파는 강, 수풀, 벽에 적중 시 폭발하며, 주변 적에게 피해를 주고 기절시킵니다."
Quinn,퀸,Quinn,데마시아의 날개,Marksman|Assassin,P,매사냥,Harrier,-,데마시아 독수리 발러가 주기적으로 적에게 매사냥 표식을 남깁니다. 매사냥 대상에 대한 퀸의 첫 번째 기본 공격은 추가 물리 피해를 입힙니다.
Quinn,퀸,Quinn,데마시아의 날개,Marksman|Assassin,Q,실명 공격,Blinding Assault,11/10.5/10/9.5/9,퀸이 발러를 보내 하나의 적에게 표식을 남기고 대상의 시야를 크게 좁힙니다. 또한 근처의 모든 적에게 피해를 입힙니다.
Quinn,퀸,Quinn,데마시아의 날개,Marksman|Assassin,W,예리한 감각,Heightened Senses,50/45/40/35/30,기본 지속 효과로 퀸이 매사냥 대상을 공격한 이후 공격 속도와 이동 속도가 상승합니다. 사용하면 발러가 주변의 넓은 지역을 드러냅니다.
Quinn,퀸,Quinn,데마시아의 날개,Marksman|Assassin,E,공중제비,Vault,12/11/10/9/8,"퀸이 적에게 돌진하여 물리 피해를 입히고 적의 이동 속도를 늦춥니다. 대상에게 도달하면 공중제비를 넘어 대상을 잠깐 방해하고, 최대 공격 사거리로 물러나 착지합니다."
Quinn,퀸,Quinn,데마시아의 날개,Marksman|Assassin,R,후방 지원,Behind Enemy Lines,3,퀸과 발러가 뭉쳐 엄청난 속도로 날아다닙니다. 스킬을 종료하면 공중 강습을 사용하게 되며 근처의 모든 적에게 피해를 입히고 적 챔피언에게 매사냥 표식을 남깁니다.
Rakan,라칸,Rakan,매혹하는 자,Support,P,요술 망토,Fey Feathers,-,라칸에게 주기적으로 보호막이 생성됩니다.
Rakan,라칸,Rakan,매혹하는 자,Support,Q,빛나는 깃털,Gleaming Quill,11/10/9/8/7,마법이 깃든 깃털을 던져 마법 피해를 입힙니다. 챔피언이나 에픽 몬스터에게 깃털을 맞히면 라칸 주변 아군의 체력을 회복시킬 수 있습니다.
Rakan,라칸,Rakan,매혹하는 자,Support,W,화려한 등장,Grand Entrance,14/13/12/11/10,목표 지점으로 도약해 착지 시 근처의 적을 모두 공중으로 띄워올립니다.
Rakan,라칸,Rakan,매혹하는 자,Support,E,전쟁무도,Battle Dance,0,아군 챔피언에게 도약해 보호막을 씌웁니다. 몇 초 안에 소모값 없이 다시 사용할 수 있습니다.
Rakan,라칸,Rakan,매혹하는 자,Support,R,매혹의 질주,The Quickness,130/110/90,이동 속도가 증가하며 닿은 적을 모두 매혹하고 마법 피해를 입힙니다.
Rammus,람머스,Rammus,중무장 아르마딜로,Tank,P,가시박힌 껍질,Spiked Shell,-,람머스가 방어력 및 마법 저항력에 비례해 추가 공격력을 얻습니다.
Rammus,람머스,Rammus,중무장 아르마딜로,Tank,Q,대회전,Powerball,12/10.5/9/7.5/6,람머스가 공 모양으로 적을 향해 굴러가며 충돌 시 피해를 입히고 적의 이동 속도를 늦춥니다.
Rammus,람머스,Rammus,중무장 아르마딜로,Tank,W,몸 말아 웅크리기,Defensive Ball Curl,7,"람머스가 방어 자세로 들어가 방어력 및 마법 저항력이 증가하고, 적의 공격을 반사합니다."
