hero_id,hero_kr,hero_en,attr,ability_id,skill_kr,skill_en,kind,cooldown,desc_kr,scepter_kr,shard_kr
medusa,메두사,Medusa,agi,medusa_split_shot,분산 사격,Split Shot,ability,-,메두사가 마법으로 화살을 여러 개로 분리하여 쏘아 보냅니다. 이 화살은 메두사의 일반 공격보다 더 적은 피해를 줍니다. 추가 대상은 치명타 등 다른 공격 효과의 적용을 받지 않습니다.,적중 효과가 분산 사격의 2차 공격에 적용됩니다. 화살 개수가 증가합니다.,
medusa,메두사,Medusa,agi,medusa_mystic_snake,신비로운 뱀,Mystic Snake,ability,15/14/13/12,신비롭게 에너지로 이루어진 뱀이 여러 대상을 건너뛰며 피해를 줍니다. 건너뛸 때마다 피해와 속도가 증가합니다. 마지막 대상에 도달하면 뱀은 메두사에게 되돌아와 마나를 회복시킵니다. 뱀은 대상이 보유한 총 마나의 일정 비율을 되돌려줍니다.,,
medusa,메두사,Medusa,agi,medusa_gorgon_grasp,고르곤의 손아귀,Gorgon's Grasp,ability,30/26/22/18,"메두사가 3다발의 화살을 일직선으로 발사합니다. 각 다발은 이전보다 더 넓은 범위에 꽂힙니다. 화살 세례를 받은 적은 처음에 폭발적인 피해를 받은 다음 제자리에 묶이며, 방향을 바꿀 수 없고, 상대편에게 모습이 드러나며, 매초 피해를 받습니다.",,
medusa,메두사,Medusa,agi,medusa_cold_blooded,냉혈동물,Cold Blooded,shard,12,"주문 공격의 대상이 되면, 단일 대상의 적에게 신비로운 뱀 한 마리를 다시 보내 1초 동안 돌이 되게 합니다.",,
medusa,메두사,Medusa,agi,medusa_mana_shield,마나 보호막,Mana Shield,innate,-,마나를 소모하여 받는 피해의 98%를 흡수하는 보호막을 생성합니다. 환영은 마나당 흡수하는 피해가 60% 적습니다.,,
medusa,메두사,Medusa,agi,medusa_stone_gaze,석화의 시선,Stone Gaze,ability,90,메두사를 바라보는 적 유닛이 이동 및 공격 속도 둔화 효과에 걸립니다. 석화의 시선을 활성화한 메두사를 2초 이상 바라보면 해당 유닛은 돌로 변합니다. 석화한 유닛은 기절하고 보너스 물리 공격 피해를 받습니다.,,
meepo,미포,Meepo,agi,meepo_earthbind,속박,Earthbind,ability,16/14/12/10,대상 지점에 그물을 던져 모든 적 유닛을 그 주변 지역 안에 묶어 둡니다.,,
meepo,미포,Meepo,agi,meepo_poof,뿅뿅,Poof,ability,12/10/8/6,"미포는 대지에서 신비한 힘을 끌어내어 1.5초 동안 정신 집중을 한 다음 다른 미포나 자신의 위치로 순간이동할 수 있으며, 출발 지점과 도착 지점에 있는 적에게 피해를 줍니다. 능력이 교체 시전 상태일 때는, 모든 미포가 대상에게 뿅뿅도 시전합니다. 지면에 시전하면, 선택한 미포를 제외하고 모든 미포가 가장 가까운 위치로 뿅뿅을 시전합니다.",,
meepo,미포,Meepo,agi,meepo_ransack,싹쓸이,Ransack,ability,-,매 타격 시 적의 체력을 훔치고 훔친 체력만큼 다른 미포 모두를 치유합니다. 크립을 상대로는 효과가 60%로 감소합니다.,,
meepo,미포,Meepo,agi,meepo_petrify,땅파기,Dig,shard,40,짧은 지속시간 동안 땅을 팝니다. 미포에게 걸린 해로운 효과가 해제되며 3초 동안 무적 및 대상으로 지정할 수 없는 상태가 됩니다. 해당 지속시간에 걸쳐 최대 체력의 25%를 회복합니다. 해제 유형: 기본 해제,,
meepo,미포,Meepo,agi,meepo_megameepo,상급 미포,MegaMeepo,scepter,90,"주 미포가 주위 600 반경에 있는 모든 미포의 어깨에 올라탑니다. 이 형태일 때는, 다른 미포 능력치의 40%를 얻고, 적에게 다른 미포를 내던져 피해를 주고 느려지게 할 수 있습니다. 시전 시, 속박으로는 추가 그물을 생성하고, 뿅뿅으로는 올라탄 미포 한 명당 피해를 50% 더 줍니다.",,
meepo,미포,Meepo,agi,meepo_divided_we_stand,흩어지면 산다,Divided We Stand,ability,-,"미포가 다른 미포를 소환합니다. 소환된 미포는 본체 미포와 함께 레벨이 오르고, 아이템 및 경험치를 공유합니다. 능력 쿨다운은 개별적으로 적용되나, 순간이동 주문서를 제외한 아이템은 미포들 사이에 쿨다운이 공유됩니다. 아이템에서 얻는 공격력, 공격 속도, 체력, 마나, 재생, 마나 불태우기, 발동 확률 보너스는 미포의 수대로 공평하게 분배되므로, 효과가 50/66/75/80% 약해집니다. 어떤 미포든 죽으면, 모든 미포가 죽습니다.",,
meepo,미포,Meepo,agi,meepo_geomancy,흙점술,Geomancy,innate,-,"미포가 자신과 복제 미포에게 지형에 따라 중첩 보너스를 부여합니다. 각 미포는 자신의 보너스를 다른 미포에게 부여합니다. 250 범위에 나무가 있으면, 체력 재생을 1 얻습니다. 흙 위에 서 있으면 보너스 이동 속도를 2% 얻습니다. 물속에 있으면 공격으로 대상을 2초 동안 2% 둔화합니다.",,
meepo,미포,Meepo,agi,meepo_megameepo_fling,상급 미포 내던지기,MegaMeepo Fling,scepter,0.5,"상급 미포 형태일 때, 미포가 가장 위에 있는 미포를 900 범위 안의 대상에게 내던져 피해를 주고 이동 속도를 느려지게 합니다.",,
mirana,미라나,Mirana,agi,mirana_starfall,유성우,Starstorm,ability,12/12/12/12,하늘에서 유성을 떨어뜨려 주위 적들에게 피해를 줍니다. 675 반경 내에서 미라나와 가장 가까운 적 유닛은 2차 피해를 받습니다.,,
mirana,미라나,Mirana,agi,mirana_arrow,신성한 화살,Sacred Arrow,ability,19/18/17/16,필격의 명중률을 지닌 장거리 화살을 발사하여 가장 먼저 맞는 적에게 큰 피해를 주고 기절시킵니다. 기절 지속시간은 대상과의 거리에 따라 최소 0.01초에서 최대 2.3/3.2/4.1/5초까지 증가하며 최대 180의 보너스 피해가 적용됩니다. 화살에 맞는 첫 번째 일반 크립은 즉사합니다.,신성한 화살 시전 시 주 화살이 움직이는 경로를 따라 적에게 유성우가 내립니다. 영향받은 유닛에게 두 번째 유성우가 내려 그보다 적은 피해를 줍니다.,
mirana,미라나,Mirana,agi,mirana_leap,도약,Leap,ability,-,미라나가 전장에 뛰어듭니다. 격렬한 포효를 내질러 자신의 공격 속도와 이동 속도를 증가시킵니다. 공격 및 이동 속도 증가 효과는 5초 동안 지속합니다.,,도약 충전 +1회를 부여합니다.
mirana,미라나,Mirana,agi,mirana_celestial_quiver,천상의 화살통,Celestial Quiver,innate,-,"충전을 이용할 수 있을 때, 미라나의 다음 공격은 보너스 마법 피해를 줍니다.",,도약 강화 효과가 활성화되어 있는 동안 임시 충전 3회를 부여합니다.
mirana,미라나,Mirana,agi,mirana_invis,달빛 그림자,Moonlight Shadow,ability,120/110/100,"미라나와 모든 아군 영웅을 투명하게 바꾸고 보너스 이동 속도를 제공합니다. 지속시간 동안 미라나가 주는 피해가 추가로 증가합니다. 영웅이 드러났을 때 아직 달빛 그림자의 지속시간이 남아 있다면, 잠시 후 다시 투명 상태로 돌아갑니다.",,
monkey_king,원숭이 왕,Monkey King,agi,monkey_king_boundless_strike,무한일격,Boundless Strike,ability,24/21/18/15,원숭이 왕이 봉을 늘인 다음 땅을 강하게 내려쳐 선상에 있는 적을 기절시키고 공격을 바탕으로 한 보너스 피해와 치명타 타격을 가합니다. 정밀 타격 효과가 있습니다.,,"무한일격으로 지팡이 도중과 끝에 있는 적에게 원시의 반동을 최대 정신 집중 시간의 35%에 해당하는 위력으로 적용합니다. 무한일격을 교체 시전으로 설정하면, 원숭이 왕이 지팡이 끝으로 뛰어오릅니다."
monkey_king,원숭이 왕,Monkey King,agi,monkey_king_tree_dance,수목 유희,Tree Dance,ability,0.9/0.6/0.3,"원숭이 왕이 나무 한 그루에 뛰어올라 꼭대기에 앉습니다. 올라앉은 후에는 정신 집중 후에 도약하여 공격하는 원시의 반동 능력이 생깁니다. 원숭이 왕이 올라앉은 나무가 파괴되면, 땅에 떨어져 3초 동안 기절합니다. 땅 위에 있을 때 피해를 받으면 수목 유희에 쿨다운이 시작됩니다.",,
monkey_king,원숭이 왕,Monkey King,agi,monkey_king_jingu_mastery,여의봉술,Jingu Mastery,ability,-,"원숭이 왕이 공격하면 여의금고봉의 힘이 깨어납니다. 동일한 적 영웅에게 네 번 타격을 가하면, 원숭이 왕이 다음 공격 4회가 강화되어 보너스 피해를 주고 흡혈 효과가 적용됩니다.",,
monkey_king,원숭이 왕,Monkey King,agi,monkey_king_mischief,둔갑술,Mischief,innate,24.5,"원숭이 왕은 근처의 환경에서 영감을 받아 형태를 바꿔 적을 속입니다. 피해를 받거나, 공격하거나 아이템 또는 능력을 사용하면 원숭이 왕의 위장이 풀립니다. 변신 시 0.1초 동안 피해 면역 상태가 됩니다.",,
monkey_king,원숭이 왕,Monkey King,agi,monkey_king_wukongs_command,오공의 지휘,Wukong's Command,ability,100/90/80,"원숭이 왕이 병사를 만들어 자신의 위치에서 원형 진형으로 퍼뜨립니다. 원숭이 왕이 해당 지역을 벗어나면, 병사들은 해산됩니다. 병사들은 원숭이 왕과 같은 공격력으로1.1초의 고정 빈도로 영웅만을 대상으로 공격합니다. 원숭이 왕은 주문의 지속시간 동안 보너스 방어력을 얻습니다. 원숭이 왕은 오공의 지휘 동안 병사 중 하나로 변신할 수 있습니다. 변신한 원숭이 왕은 짧은 지속시간 동안 병사의 자리를 차지하고, 다른 병사들과 구별되지 않으며, 자기 자리에 다른 병사를 남겨둡니다.",일정 시간 간격으로 주위에 원숭이 병사를 하나씩 생성합니다. 투명 상태거나 나무 위에 있을 때는 병사가 생성되지 않습니다. 원숭이 왕이 근처에 있을 때는 병사들이 건물만 공격합니다. 이제 병사들이 자체적으로 여의봉술 충전 수를 얻습니다.,
monkey_king,원숭이 왕,Monkey King,agi,monkey_king_transfiguration,근위병 교대식,Changing of the Guard,ability,5,"원숭이 왕이 오공의 지휘 동안 병사 중 하나로 변신할 수 있습니다. 변신한 원숭이 왕은 1.5초 동안 병사의 자리를 차지하고, 다른 병사들과 구별되지 않으며, 자기 자리에 다른 병사를 남겨둡니다. 변신해 있는 동안, 원숭이 왕은 무적이며, 공격하거나 주문을 시전할 수 없습니다.",,
morphling,모플링,Morphling,agi,morphling_waveform,파도 형상,Waveform,ability,21/18/15/12,모플링이 물결 형태로 모습을 바꾸고 전방으로 쇄도하며 직선 경로상에 있는 적에게 피해를 줍니다. 모플링은 파도 형상을 취한 동안에는 무적 상태가 됩니다.,,
morphling,모플링,Morphling,agi,morphling_adaptive_strike_agi,다면 공격,Adaptive Strike,ability,17/14/11/8,"적 유닛 하나에게 쇄도하는 물결을 일으켜, 대상을 기절시키고 뒤로 밀치며 기본 피해와 모플링의 민첩에 배수를 곱한 수치를 바탕으로 하는 추가 피해를 줍니다. 모플링의 민첩이 힘보다 50% 이상 크면, 민첩 배수가 최대로 적용됩니다. 밀치기 거리와 기절 지속시간은 모플링의 힘에 비례합니다. 모플링의 힘이 민첩보다 50% 더 크면, 밀치기 거리와 기절 지속시간이 최대로 적용됩니다.",,
morphling,모플링,Morphling,agi,morphling_morph_agi,능력치 전환(민첩 증가),Attribute Shift (Agility Gain),ability,-,모플링이 형상을 전환하여 4/8/12/16의 비율로 힘을 민첩으로 바꿉니다. 이 과정은 원래 상태로 되돌릴 수 있습니다.,,모플링이 기절한 상태에서도 능력치 전환을 사용할 수 있습니다. 소모 마나가 감소합니다.
morphling,모플링,Morphling,agi,morphling_morph_str,능력치 전환(힘 증가),Attribute Shift (Strength Gain),ability,-,모플링이 형상을 전환하여 4/8/12/16의 비율로 민첩을 힘으로 바꿉니다. 이 과정은 원래 상태로 되돌릴 수 있습니다.,,모플링이 기절한 상태에서도 능력치 전환을 사용할 수 있습니다. 소모 마나가 감소합니다.
morphling,모플링,Morphling,agi,morphling_replicate,형상변환,Morph,ability,125/90/55,"모플링이 적을 대상으로 하여 그 모습대로 자신의 형상을 바꾸고 대상의 기본 능력을 얻으며, 대상에 따라 주 속성을 변경합니다. 능력의 지속시간 동안 켜고 끌 수 있습니다.","형상변환에 교체 시전이 추가됩니다. 활성화하면, 대상 영웅의 강력한 환영이 만들어지며, 환영은 해당 영웅의 기본 능력을 모두 시전할 수 있습니다. 능력을 켜고 끌 때 환영이 살아 있다면, 모플링이 환영을 파괴하면서 대체합니다.",
morphling,모플링,Morphling,agi,morphling_ebb_and_flow,밀물과 썰물,Ebb and Flow,innate,-,"모플링이 현재 힘에 따라 보너스 시전 범위와 둔화 저항력을 얻고, 현재 민첩에 따라 공격 범위와 이동 속도를 얻습니다. 모플링이 다른 영웅으로 형상변환해도 해당 보너스가 유지됩니다.",,
muerta,무에르타,Muerta,int,muerta_dead_shot,죽음의 명중,Dead Shot,ability,16/14/12/10,"적 유닛이나 나무에 절묘하게 유령 총알을 한 발 발사합니다. 총알이 대상을 맞히면 피해를 주고 잠깐 느려지게 한 다음, 지정된 방향으로 튕겨 나갑니다. 튕겨 나온 총알은 지나치는 모든 유닛에게 피해를 주며, 영웅을 맞히면 멈춥니다. 튕겨 나온 총알에 맞은 영웅은 공포에 휩싸여 맞았던 위치에서 달아납니다.",죽음의 명중 피해가 증가합니다. 죽음의 명중은 튕겨 적 영웅을 관통하면서 공포에 질리게 한 후 확장됩니다.,
muerta,무에르타,Muerta,int,muerta_the_calling,초혼술,The Calling,ability,30/28/26/24,지정 위치를 천천히 선회하는 4명의 원혼 무리를 소환합니다. 해당 지역 안에 있는 적은 둔화합니다. 원혼은 지나치는 적에게 피해를 주고 침묵시킵니다.,,
muerta,무에르타,Muerta,int,muerta_gunslinger,총잡이,Gunslinger,ability,-,"켜고 끌 수 있습니다. 켜면, 무에르타가 공격할 때 일정 확률로 다른 대상에게 2차 발사를 합니다.",,
muerta,무에르타,Muerta,int,muerta_spectral_slug,영령의 중탄환,Spectral Slug,shard,12,"무에르타가 적 한 명에게 영령의 탄환을 발사하여 피해를 주고, 뒤로 밀치며 3초 동안 에테르 상태로 만듭니다. 이 상태가 된 적은 물리 피해에 면역이 되며 공격할 수 없습니다. 대상은 둔화하며 마법 피해에 -20% 더 취약해집니다. 적이 밀쳐지는 거리는 무에르타의 공격 범위를 벗어나지 않습니다.",,
muerta,무에르타,Muerta,int,muerta_pierce_the_veil,장막 통과,Pierce the Veil,ability,75/60/45,"형태를 바꾸어, 에테르 상태가 되고 보너스 기본 공격력과 위상 이동 능력을 얻습니다. 지속하여 무에르타는 에테르 상태의 유닛을 공격할 수 있으며, 에테르 상태에서도 공격할 수 있습니다. 무에르타나 대상이 에테르 상태일 때는 모든 공격 피해가 마법 피해로 가해지며, 물리 흡혈이 주문 흡혈로 간주됩니다. 해제 유형: 기본 해제",,장막 통과 중 주문 흡혈 %spell_lifesteal%%를 얻습니다. 장막 관통이 활성화되어 있는 동안 근처에서 적 영웅이 죽거나 직접 처치할 때마다 무에르타가 주문 증폭 %spell_amp_steal%%를 영구적으로 얻습니다. 보너스는 소급하여 적용됩니다.
muerta,무에르타,Muerta,int,muerta_supernatural,초자연,Supernatural,innate,-,"적 영웅이 925 유닛 거리 안에서 죽을 때마다, 무에르타가 1% 주문 증폭 1중첩을 얻습니다. 무에르타가 죽으면 쌓인 중첩의 절반을 잃으며, 소수점 이하는 버립니다.",,
naga_siren,나가 세이렌,Naga Siren,agi,naga_siren_mirror_image,환영 복제,Mirror Image,ability,40/35/30/25,나가 세이렌이 조종할 수 있는 환영을 여러 개 만듭니다. 해제 유형: 기본 해제,,
naga_siren,나가 세이렌,Naga Siren,agi,naga_siren_ensnare,그물 던지기,Ensnare,ability,21/18/15/12,대상을 방해하고 제자리에 가두어 이동하거나 점멸하지 못하게 합니다. 세이렌의 노래에 영향받은 유닛을 대상으로 할 수 있습니다.,시전 범위와 투사체 속도가 증가합니다. 약화 효과 면역 상태의 유닛을 대상으로 올가미를 사용하고 영향을 줄 수 있습니다. 올가미가 단절을 적용합니다.,
naga_siren,나가 세이렌,Naga Siren,agi,naga_siren_rip_tide,역조,Rip Tide,ability,-,나가 세이렌과 그 환영이 적에게 보너스 피해를 주고 6회 공격할 때마다 4초 동안 방어력을 감소시킵니다.,,
naga_siren,나가 세이렌,Naga Siren,agi,naga_siren_eelskin,뱀장어껍질,Eelskin,innate,-,"나가 세이렌이 보너스 회피를 보유하며, 효과는 900 반경 내 다른 나가 세이렌 수에 따라 증가합니다.",,
naga_siren,나가 세이렌,Naga Siren,agi,naga_siren_song_of_the_siren,세이렌의 노래,Song of the Siren,ability,160/130/100,나가 세이렌에게서 일정 범위 안에 있는 모든 적이 마법의 정지장에 갇혀 행동하지도 공격받지도 못합니다. 다시 한 번 세이렌의 노래를 사용하면 효과가 끝나기 전에 풀 수 있습니다.,,세이렌의 노래 범위 안에 있는 아군은 매초 체력과 마나의 일정 비율을 회복합니다.
furion,자연의 예언자,Nature's Prophet,all,furion_sprout,발아,Sprout,ability,14/12/10/8,"대상 유닛을 둘러싸고 나무를 자라게 하여 대상을 가두고 피해를 주며, 400 반경에 시야를 얻습니다.",,
furion,자연의 예언자,Nature's Prophet,all,furion_teleportation,순간이동,Teleportation,ability,65/50/35/20,지도 위 어느 지점으로든 순간이동합니다. 목적지에 도착한 후 방어막을 얻습니다.,,
furion,자연의 예언자,Nature's Prophet,all,furion_force_of_nature,자연의 부름,Nature's Call,ability,45/40/35/30,범위 내 나무를 자연의 예언자가 부리는 나무정령으로 변환합니다.,,
furion,자연의 예언자,Nature's Prophet,all,furion_curse_of_the_forest,노생림의 저주,Curse of the Oldgrowth,shard,18,"900 범위 안의 모든 적 영웅에게 저주를 겁니다. 저주에 걸린 적은 안개에서 모습이 드러나고, 둔화하며, 반경 250 안에 있는 나무 수에 따라 지속 피해를 줍니다. 이때 나무정령은 나무로 간주합니다.",,
furion,자연의 예언자,Nature's Prophet,all,furion_spirit_of_the_forest,숲의 혼,Spirit of the Forest,innate,-,자연의 예언자가 근처에 있는 나무 한 그루당 보너스 공격력 2%를 얻습니다. 나무정령 또한 근접도에 상관없이 같은 보너스를 배가된 수치로 제공합니다. 나무정령 또한 이 능력을 보유합니다.,,
furion,자연의 예언자,Nature's Prophet,all,furion_wrath_of_nature,자연의 분노,Wrath of Nature,ability,85,"피해를 주는 기운이 지도 위에서 튕기며 시야에 보이는 적을 시전 지점에서 가까이에서부터 차례로 공격합니다. 최초 타격 이후 적을 하나 타격할 때마다 피해가 증가하며, 16명 타격 후 최대치가 됩니다.",타격하는 모든 적을 휘감습니다. 최대로 튕겼을 때 지속시간이 1.5초에서 최대 3초까지 증가합니다.,
necrolyte,강령사제,Necrophos,int,necrolyte_death_pulse,죽음의 파동,Death Pulse,ability,8/7/6/5,강령사제가 명계의 파동을 뿜어내어 적에게 피해를 주고 아군을 치료합니다.,,
necrolyte,강령사제,Necrophos,int,necrolyte_ghost_shroud,유령 수의,Ghost Shroud,ability,28/24/20/16,"강령사제가 죽은 자와 산 자를 분리하는 영역으로 모습을 감춥니다. 공격하지도 못하고, 공격받지도 않으면서 주위 적을 둔화하는 오라를 내뿜습니다. 이 형상을 취하고 있을 때는 추가 마법 피해를 받지만, 회복력이 증폭됩니다.",,
necrolyte,강령사제,Necrophos,int,necrolyte_heartstopper_aura,심장마비의 오라,Heartstopper Aura,ability,-,강령사제 때문에 주위 적의 심장이 마비되어 보유한 최대 체력의 일정 비율을 지속하여 잃습니다.,심장마비의 오라로 적용하는 체력 쇠약 효과가 강령사제가 보유한 현재 체력 재생의 50%만큼 증가합니다.,
necrolyte,강령사제,Necrophos,int,necrolyte_death_seeker,죽음 탐구자,Death Seeker,shard,19,"강령사제가 대형 죽음의 파동으로 변해 대상 유닛의 위치를 향해 갑니다. 위치에 도달하면, 근처에 있는 적과 아군에게 죽음의 파동을 퍼뜨립니다.",,
necrolyte,강령사제,Necrophos,int,necrolyte_sadist,가학자,Sadist,innate,-,강령사제가 유닛을 처치할 때마다 8초 동안 중첩되는 재생 효과를 얻습니다. 영웅을 처치하면 효과가 배가됩니다.,,
necrolyte,강령사제,Necrophos,int,necrolyte_reapers_scythe,사신의 낫,Reaper's Scythe,ability,100,"적 영웅을 기절시킨 후 대상이 현재 잃은 체력에 비례한 피해를 줍니다. 사신의 낫으로 적을 처치하면, 강령사제가 영구적으로 체력과 마나 재생 효과를 얻습니다. 사신의 낫 효과를 받고 있는 적이 죽으면 강령사제가 처치한 것으로 간주합니다.",,
night_stalker,밤의 추격자,Night Stalker,str,night_stalker_void,공허,Void,ability,11/10/9/8,"적 유닛을 둔화시키고 피해를 주는 공허를 생성합니다. 밤에는 공허가 적을 짧게 기절시키고, 정신 집중을 방해하며, 효과가 더 오래 유지됩니다.",,이제 공허가 대상 주위 일정 반경 안의 모든 유닛에게 영향을 미칩니다.
night_stalker,밤의 추격자,Night Stalker,str,night_stalker_crippling_fear,끔찍한 위협,Crippling Fear,ability,30/25/20/15,밤의 추격자가 근처에 있는 모든 적에게 공포를 불어넣어 주위에 있는 동안 지속하여 침묵에 빠지고 피해를 받게 합니다. 밤에는 효과가 더 오래 지속됩니다.,,
night_stalker,밤의 추격자,Night Stalker,str,night_stalker_midnight_feast,한밤중 향연,Midnight Feast,ability,39/36/33/30,밤의 추격자가 적 유닛을 공격할 때 자신을 치유합니다. 밤에는 능력을 활성화하여 일반 크립을 즉시 처치하고 밤의 추격자가 보유한 최대 체력과 마나의 일정 비율을 회복할 수 있습니다.,,
night_stalker,밤의 추격자,Night Stalker,str,night_stalker_hunter_in_the_night,밤의 사냥꾼,Hunter in the Night,innate,-,"밤의 추격자는 밤에 본질을 둔 존재로, 밤이 되면 공격과 이동이 매우 민첩해집니다.","보너스 이동 속도가 %bonus_bonus_movement_speed_pct_night%%, 공격 속도가 %bonus_bonus_attack_speed_night% 증가합니다. 적 영웅을 처치하면 모든 기본 능력 쿨다운이 초기화됩니다.",밤의 사냥꾼을 크립에게 시전하여 즉시 처치하고 최대 체력과 마나를 일정 부분 회복합니다. 낮에는 고대 크립을 대상으로 할 수 없습니다.
night_stalker,밤의 추격자,Night Stalker,str,night_stalker_darkness,어둠의 승천,Dark Ascension,ability,140/135/130,태양을 가리고 자신의 진정한 힘을 발휘할 수 있는 밤을 불러냅니다. 밤의 추격자는 이 시간에 비행 능력과 보너스 공격력을 얻습니다. 방해 없는 시야를 얻습니다.,,
nyx_assassin,닉스 암살자,Nyx Assassin,all,nyx_assassin_impale,바위 쐐기,Impale,ability,17/15/13/11,"땅에서 날카로운 바위를 일직선으로 솟구치게 합니다. 적 유닛은 피해를 받은 다음, 공중에 떠올랐다가 기절합니다.",,
nyx_assassin,닉스 암살자,Nyx Assassin,all,nyx_assassin_jolt,정신 섬광,Mind Flare,ability,11/9.5/8/6.5,대상이 보유한 최대 마나의 일정 비율에 해당하는 피해를 주고 최대 마나의 일부를 불태워버립니다. 대상이 지난 15초 동안 닉스 암살자로부터 받은 피해의 일정 비율만큼 추가 피해를 줍니다. 피해를 적용하기 전에 축적된 피해는 초기화됩니다.,,
nyx_assassin,닉스 암살자,Nyx Assassin,all,nyx_assassin_spiked_carapace,가시 등딱지,Spiked Carapace,ability,20/16/12/8,"지상에서 활성화하면 닉스 암살자에게 가해지는 피해를 반사하고 무효화하며 피해를 준 적을 기절시킵니다. 단, 공격한 적 영웅 하나당 한 번만 발동합니다. 가시 등딱지를 활성화해도 피의 복수 투명화 효과는 풀리지 않습니다. 파고들기 상태에서 가시 등딱지를 시전하면 즉시 주위 적들을 기절시킵니다.",,
nyx_assassin,닉스 암살자,Nyx Assassin,all,nyx_assassin_burrow,파고들기,Burrow,scepter,-,"닉스 암살자가 짧은 시간을 거쳐 지하로 파고들어 몸을 숨깁니다. 파고들기 상태에서 가시 등딱지를 사용하면 주위 적을 즉시 기절에 빠뜨리고 정신 섬광과 바위 쐐기의 범위가 증가하며 바위 쐐기의 쿨다운이 감소합니다. 파고들기 상태에서 닉스 암살자는 제자리에 머문 채로 공격할 수 없으며 투명화 상태가 됩니다. 또한, 모든 원인의 받는 피해가 감소합니다.",,
nyx_assassin,닉스 암살자,Nyx Assassin,all,nyx_assassin_neuro_sting,마나 불태우기,Mana Burn,innate,-,닉스 암살자가 피해를 주면 준 피해의 일정 비율만큼의 마나도 불태웁니다.,,
nyx_assassin,닉스 암살자,Nyx Assassin,all,nyx_assassin_vendetta,피의 복수,Vendetta,ability,80/70/60,"투명 상태가 되며 속도 보너스를 얻습니다. 공격하면 투명 상태가 풀리며, 공격 시 막대한 보너스 피해를 주고 대상에게 단절을 적용합니다. 닉스 암살자는 이 공격을 할 때 75의 추가 공격 범위를 얻고 공격 애니메이션이 70% 더 빨라집니다.",,"쿨다운이 %bonus_AbilityCooldown%초 감소합니다. 피의 복수가 시작되고 첫 15초 동안, 닉스 암살자가 빨라진 속도로 지형에 방해받지 않고 이동합니다."
ogre_magi,오거 마법사,Ogre Magi,str,ogre_magi_fireblast,화염 폭발,Fireblast,ability,11/10/9/8,대상 유닛에게 불덩이를 폭발시켜 피해를 주고 기절시킵니다.,화염 폭발이 정제되어 쿨다운이 %bonus_AbilityCooldown%초 감소하고 시전 속도가 25% 증가합니다.,
ogre_magi,오거 마법사,Ogre Magi,str,ogre_magi_ignite,불지르기,Ignite,ability,17,대상과 무작위 유닛 하나를 휘발성 약물로 적셔 불타오르게 합니다. 대상은 엄청난 고통을 느끼며 피해를 받고 느리게 이동합니다.,,
ogre_magi,오거 마법사,Ogre Magi,str,ogre_magi_bloodlust,피의 욕망,Bloodlust,ability,20/18/16/14,아군 유닛을 광란에 빠뜨려 이동 속도와 공격 속도를 증가시킵니다. 자신에게 시전하면 보너스 공격 속도를 얻습니다. 포탑에 시전할 수 있습니다.,,
ogre_magi,오거 마법사,Ogre Magi,str,ogre_magi_unrefined_fireblast,정제되지 않은 화염 폭발,Unrefined Fireblast,scepter,7,대상 유닛에게 불덩이를 폭발시켜 150 + 오거 힘의 1.5배에 해당하는 피해를 주고 기절시킵니다. 오거 마법사가 현재 지닌 마나의 35%를 사용합니다.,,
ogre_magi,오거 마법사,Ogre Magi,str,ogre_magi_smash,화염 보호막,Fire Shield,shard,15,"아군을 대상으로 지정하고 주위에 보호막을 생성하여 적 영웅의 다음 공격 3회로 받는 피해의 일정 비율을 흡수합니다. 피해를 흡수하면, 공격자에게 불덩이를 날려 보냅니다. 포탑에 시전할 수 있습니다.",,
ogre_magi,오거 마법사,Ogre Magi,str,ogre_magi_dumb_luck,뜻밖의 행운,Dumb Luck,innate,-,오거 마법사의 최대 지능은 0입니다. 힘에서 마나와 마나 재생을 얻습니다.,,
ogre_magi,오거 마법사,Ogre Magi,str,ogre_magi_multicast,다중 시전,Multicast,ability,-,오거 마법사가 능력과 아이템을 사용할 때마다 여러 번 시전될 수 있습니다. 힘 1포인트당 다중 시전 확률이 증가합니다. 힘 16당 1%가 추가됩니다.,,
omniknight,전능기사,Omniknight,str,omniknight_purification,정화,Purification,ability,15/14/13/12,즉시 아군 유닛을 치료하고 인근의 모든 적 유닛에게 피해를 줍니다.,,"3초 지연 후, 대상이 65%의 효율로 다시 정화됩니다."
omniknight,전능기사,Omniknight,str,omniknight_martyr,반발력,Repel,ability,40/35/30/25,약화 효과 면역 및 마법 저항력 60%와 더불어 보너스 체력 재생까지 부여합니다.,,
omniknight,전능기사,Omniknight,str,omniknight_hammer_of_purity,순수의 망치,Hammer of Purity,ability,13/10/7/4,"전능기사가 망치에 거룩한 힘을 불어넣어, 공격 시 범위가 증가하고, 기본 공격력의 일정 비율을 바탕으로 순수 피해를 주며, 짧은 지속시간 동안 대상을 둔화합니다. 전능기사는 4초에 걸쳐 가한 피해의 40%만큼 치유됩니다.",,
omniknight,전능기사,Omniknight,str,omniknight_degen_aura,약화의 오라,Degen Aura,innate,-,"가까이 다가오는 적 유닛의 이동 능력이 퇴화하여, 이동 속도가 느려집니다.",,
